03:30.0;0;0
03:30.0;0;0
0;0;0
1;0;1
2;3;3
3;7;8
4;11;11
5;14;14
6;16;15
7;18;18
8;20;19
9;20;20
10;21;21
11;22;22
12;22;23
13;22;22
14;22;21
15;21;22
16;22;22
17;21;21
18;22;22
19;22;21
20;23;23
21;24;22
22;23;23
23;25;23
24;24;24
25;24;23
26;24;24
27;24;23
28;23;24
29;25;24
30;24;24
31;25;24
32;24;25
33;25;24
34;24;24
35;25;25
36;25;25
37;26;25
03:30.4;25;24
03:30.4;25;25
03:30.4;26;25
03:30.5;25;25
03:30.5;25;26
03:30.5;26;25
03:30.5;26;25
03:30.5;25;25
03:30.5;26;25
03:30.5;25;24
03:30.5;26;25
03:30.5;26;25
03:30.5;25;25
03:30.5;25;25
03:30.6;25;24
03:30.6;25;25
03:30.6;25;24
03:30.6;25;25
03:30.6;24;24
03:30.6;25;24
03:30.6;25;25
03:30.6;25;24
03:30.6;25;25
03:30.7;25;25
03:30.7;25;24
03:30.7;26;25
03:30.7;25;25
03:30.7;26;25
03:30.7;25;25
03:30.7;26;25
03:30.7;26;25
03:30.7;26;26
03:30.7;25;24
03:30.8;26;25
03:30.8;26;25
03:30.8;26;25
03:30.8;26;25
03:30.8;25;24
03:30.8;25;25
03:30.8;25;25
03:30.8;25;25
03:30.8;25;24
03:30.8;26;25
03:30.9;25;25
03:30.9;26;25
03:30.9;25;25
03:30.9;26;25
03:30.9;26;25
03:30.9;25;26
03:30.9;26;25
03:30.9;26;25
03:30.9;26;25
03:30.9;26;26
03:31.0;26;25
03:31.0;26;26
03:31.0;26;25
03:31.0;26;25
03:31.0;26;25
03:31.0;26;25
03:31.0;26;25
03:31.0;25;25
03:31.0;25;25
03:31.0;26;25
03:31.1;25;25
03:31.1;25;25
03:31.1;25;25
03:31.1;26;25
03:31.1;25;25
03:31.1;26;25
03:31.1;25;25
03:31.1;26;25
03:31.1;26;26
03:36.0;0;0
03:36.0;0;0
03:36.1;0;0
03:36.1;0;0
03:36.1;0;0
03:36.1;0;0
03:36.1;2;2
03:36.1;3;3
03:36.1;2;2
03:36.1;2;2
03:36.1;2;2
03:36.1;1;1
03:36.2;0;1
03:36.2;0;1
03:36.2;0;0
03:36.2;0;0
03:36.2;0;0
03:36.2;0;0
03:36.2;0;0
03:36.2;0;0
0;0;0
1;0;0
2;0;0
3;3;3
4;7;7
5;11;10
6;14;14
7;16;16
8;18;18
9;19;18
10;21;21
11;21;20
12;22;22
13;22;22
14;23;22
15;23;22
16;23;23
17;24;23
18;23;23
19;25;24
20;24;24
21;24;23
22;25;24
23;25;25
24;25;24
25;25;25
26;25;25
27;26;24
28;25;25
29;25;25
30;25;25
31;25;26
32;25;25
33;25;25
34;25;24
35;25;25
36;25;25
37;25;25
38;25;24
39;26;25
40;25;24
41;25;25
42;26;24
43;25;24
44;25;25
45;26;25
46;25;24
47;26;25
48;26;25
49;25;24
50;26;25
51;26;25
03:42.0;0;0
03:42.0;0;0
03:42.1;0;0
03:42.1;0;0
03:42.1;0;0
03:42.1;0;0
03:42.1;0;0
03:42.1;0;0
03:42.1;0;0
03:42.1;0;0
03:42.1;1;0
03:42.1;2;3
03:42.2;8;7
03:42.2;11;11
03:42.2;14;14
03:42.2;16;16
03:42.2;18;17
03:42.2;20;20
03:42.2;20;20
03:42.2;22;21
03:42.2;22;22
03:42.2;23;21
03:42.3;23;23
03:42.3;24;23
03:42.3;23;22
03:42.3;25;23
03:42.3;24;24
03:42.3;25;23
03:42.3;25;24
03:42.3;25;24
03:42.3;25;24
03:42.3;25;24
03:42.4;25;24
03:42.4;25;25
03:42.4;24;25
03:42.4;26;24
03:42.4;25;25
03:42.4;25;25
03:42.4;25;25
03:42.4;26;26
03:42.4;26;25
03:42.4;25;25
03:42.5;26;26
03:42.5;26;25
03:42.5;26;26
03:42.5;26;25
03:42.5;26;26
03:42.5;26;25
03:42.5;27;25
03:42.5;26;25
03:42.5;26;24
03:42.5;26;25
03:42.6;26;25
03:42.6;27;24
03:42.6;26;25
03:42.6;25;25
03:42.6;25;24
03:42.6;25;25
03:42.6;26;25
03:42.6;25;25
03:42.6;25;25
03:42.6;26;25
03:42.7;26;26
03:42.7;26;25
03:42.7;26;25
03:42.7;26;26
03:42.7;26;25
03:42.7;26;26
03:42.7;26;26
03:42.7;26;25
03:42.7;26;25
03:42.7;27;25
03:42.8;26;25
03:42.8;27;26
03:42.8;26;25
03:42.8;27;25
03:42.8;26;25
03:42.8;27;25
03:42.8;26;25
03:42.8;25;25
03:42.8;26;26
03:42.8;26;25
03:42.9;25;25
03:42.9;26;26
03:42.9;26;25
03:42.9;26;25
03:42.9;25;26
03:42.9;26;25
03:42.9;26;26
03:42.9;26;25
03:42.9;26;26
03:42.9;26;26
